0.0,24.0,34.0,18.0,63.0,8.0,44.0,78.0,83.0,15.0,83.0,46.0,85.0,66.0,86.0,37.0,90.0,54.0,77.0,65.0,75.0,49.0,74.0,58.0,32.0,7.0,2.0,13.0,20.0,81.0,50.0,50.0,66.0,20.0,20.0,35.0,57.0,72.0,20.0,1.0,36.0,43.0,31.0,20.0,75.0,69.0,18.0,44.0,60.0,53.0
0.041666666666666664,0.0,56.0,6.0,32.0,87.0,37.0,47.0,12.0,4.0,83.0,29.0,84.0,38.0,25.0,86.0,60.0,32.0,37.0,50.0,73.0,65.0,69.0,89.0,58.0,33.0,39.0,83.0,39.0,52.0,17.0,80.0,4.0,47.0,32.0,28.0,19.0,49.0,66.0,73.0,87.0,75.0,65.0,35.0,82.0,72.0,1.0,85.0,54.0,64.0
0.029411764705882353,0.017857142857142856,0.0,4.0,43.0,56.0,84.0,12.0,66.0,39.0,51.0,65.0,50.0,46.0,11.0,63.0,26.0,60.0,6.0,48.0,13.0,32.0,15.0,10.0,42.0,67.0,38.0,27.0,13.0,18.0,51.0,61.0,44.0,3.0,80.0,19.0,72.0,77.0,22.0,73.0,67.0,55.0,71.0,13.0,48.0,62.0,51.0,79.0,60.0,8.0
0.05555555555555555,0.16666666666666666,0.25,0.0,8.0,48.0,30.0,83.0,48.0,66.0,79.0,35.0,53.0,66.0,67.0,41.0,7.0,89.0,20.0,60.0,38.0,29.0,72.0,64.0,23.0,49.0,24.0,39.0,28.0,13.0,30.0,35.0,71.0,32.0,18.0,26.0,63.0,81.0,76.0,83.0,65.0,78.0,46.0,6.0,73.0,62.0,76.0,68.0,30.0,17.0
0.015873015873015872,0.03125,0.023255813953488372,0.125,0.0,11.0,79.0,80.0,55.0,22.0,34.0,14.0,47.0,22.0,12.0,52.0,3.0,23.0,28.0,68.0,57.0,84.0,89.0,34.0,73.0,21.0,15.0,18.0,13.0,62.0,82.0,86.0,80.0,12.0,30.0,36.0,42.0,47.0,16.0,61.0,29.0,73.0,31.0,10.0,60.0,48.0,76.0,15.0,37.0,19.0
0.125,0.011494252873563218,0.017857142857142856,0.020833333333333332,0.09090909090909091,0.0,70.0,4.0,31.0,86.0,90.0,77.0,20.0,43.0,60.0,78.0,23.0,32.0,43.0,49.0,19.0,62.0,35.0,77.0,48.0,47.0,55.0,64.0,30.0,80.0,39.0,89.0,87.0,52.0,20.0,42.0,10.0,69.0,77.0,59.0,39.0,80.0,67.0,75.0,5.0,1.0,56.0,72.0,83.0,29.0
0.022727272727272728,0.02702702702702703,0.011904761904761904,0.03333333333333333,0.012658227848101266,0.014285714285714285,0.0,82.0,82.0,87.0,19.0,27.0,51.0,36.0,52.0,25.0,19.0,18.0,14.0,84.0,18.0,1.0,60.0,66.0,79.0,52.0,45.0,32.0,87.0,30.0,23.0,68.0,22.0,72.0,71.0,61.0,70.0,83.0,79.0,39.0,33.0,83.0,47.0,81.0,82.0,38.0,30.0,73.0,12.0,77.0
0.01282051282051282,0.02127659574468085,0.08333333333333333,0.012048192771084338,0.0125,0.25,0.012195121951219513,0.0,76.0,18.0,2.0,3.0,1.0,58.0,12.0,2.0,87.0,37.0,84.0,39.0,17.0,40.0,74.0,48.0,78.0,65.0,45.0,58.0,77.0,2.0,55.0,17.0,67.0,34.0,82.0,1.0,14.0,21.0,87.0,27.0,10.0,41.0,33.0,48.0,31.0,81.0,24.0,25.0,21.0,21.0
0.012048192771084338,0.08333333333333333,0.015151515151515152,0.020833333333333332,0.01818181818181818,0.03225806451612903,0.012195121951219513,0.013157894736842105,0.0,10.0,33.0,60.0,39.0,61.0,45.0,1.0,14.0,14.0,62.0,79.0,56.0,76.0,76.0,20.0,82.0,48.0,51.0,29.0,68.0,80.0,48.0,35.0,76.0,68.0,27.0,22.0,10.0,71.0,49.0,89.0,31.0,55.0,3.0,8.0,63.0,55.0,63.0,78.0,44.0,35.0
0.06666666666666667,0.25,0.02564102564102564,0.015151515151515152,0.045454545454545456,0.011627906976744186,0.011494252873563218,0.05555555555555555,0.1,0.0,87.0,76.0,48.0,72.0,10.0,25.0,18.0,54.0,3.0,59.0,82.0,24.0,80.0,10.0,30.0,68.0,5.0,22.0,11.0,47.0,59.0,86.0,5.0,44.0,62.0,81.0,57.0,19.0,18.0,56.0,8.0,21.0,70.0,23.0,72.0,85.0,24.0,3.0,56.0,2.0
